Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
3994006,55,2640587,181516,103,45,39,40,-2459071,-58,1
3995256,55,2640619,181516,100,41,38,39,-2459103,-59,1
3996006,55,2640638,181516,98,39,38,39,-2459122,-59,1
3997006,55,2640662,181516,95,36,38,38,-2459146,-59,0
3998006,55,2640685,181516,93,33,40,38,-2459169,-60,-2
3999256,55,2640707,181516,90,30,39,38,-2459191,-60,-1
4000006,55,2640729,181516,86,27,42,38,-2459213,-59,-4
4001006,55,2640749,181516,83,24,39,37,-2459233,-59,-2
4002256,55,2640773,181516,79,20,39,37,-2459257,-59,-2
4003006,55,2640786,181516,76,18,39,37,-2459270,-58,-2
4004006,55,2640804,181516,72,15,39,37,-2459288,-57,-2
4005006,55,2640820,181516,69,12,39,37,-2459304,-57,-2
4006256,55,2640838,181516,62,8,39,37,-2459322,-54,-2
4007003,55,2640848,181516,57,6,40,38,-2459332,-51,-2
4008004,55,2640861,181516,51,3,36,38,-2459345,-48,2
4009004,55,2640872,181516,44,0,36,39,-2459356,-44,3
4010253,55,2640885,181516,36,-3,42,40,-2459369,-39,-2
4011253,55,2640895,181516,30,-5,42,41,-2459379,-35,-1
4012252,55,2640903,181516,25,-9,38,41,-2459387,-34,3
4013000,55,2640908,181516,22,-11,36,41,-2459392,-33,5
4014252,55,2640917,181516,17,-15,42,42,-2459401,-32,0
4015250,55,2640922,181516,13,-17,42,42,-2459406,-30,0
4016002,55,2640925,181516,11,-20,39,41,-2459409,-31,2
4017250,55,2640930,181516,8,-24,43,41,-2459414,-32,-2
4018000,55,2640932,181516,6,-26,39,41,-2459416,-32,2
4019000,55,2640934,181516,5,-29,42,40,-2459418,-34,-2
4020000,55,2640936,181516,3,-32,38,39,-2459420,-35,1
4021250,55,2640937,181516,2,-36,40,39,-2459421,-38,-1
4022250,55,2640937,181516,1,-39,35,38,-2459421,-40,3
4023000,55,2640936,181516,1,-41,39,37,-2459420,-42,-2
4024002,55,2640935,181516,1,-44,38,36,-2459419,-45,-2
4025252,55,2640933,181516,0,-48,35,35,-2459417,-48,0
4026000,55,2640932,181516,0,-50,36,34,-2459416,-50,-2
4027000,55,2640930,181516,0,-53,35,33,-2459414,-53,-2
4028000,55,2640928,181516,0,-56,34,32,-2459412,-56,-2
4029250,55,2640926,181516,0,-60,33,31,-2459410,-60,-2
4030000,55,2640924,181516,0,-62,30,30,-2459408,-62,0
4031251,55,2640922,181516,0,-66,29,29,-2459406,-66,0
4032001,55,2640921,181516,0,-68,30,28,-2459405,-68,-2
4033000,55,2640920,181516,0,-71,28,27,-2459404,-71,-1
4034250,55,2640918,181516,0,-75,24,25,-2459402,-75,1
4035002,55,2640917,181516,0,-77,25,24,-2459401,-77,-1
4036000,55,2640916,181516,0,-80,23,23,-2459400,-80,0
4037000,55,2640916,181516,0,-83,21,22,-2459400,-83,1
4038250,55,2640915,181516,0,-87,24,20,-2459399,-87,-4
4039000,55,2640915,181516,0,-89,20,19,-2459399,-89,-1
4040000,55,2640914,181516,0,-92,19,18,-2459398,-92,-1
4041000,55,2640914,181516,0,-95,18,17,-2459398,-95,-1
4042250,55,2640913,181516,0,-99,18,15,-2459397,-99,-3
4043000,55,2640913,181516,0,-101,15,14,-2459397,-101,-1
4044000,55,2640913,181516,0,-104,14,13,-2459397,-104,-1
4045000,55,2640912,181516,0,-107,15,11,-2459396,-107,-4
4046250,55,2640912,181516,0,-111,14,10,-2459396,-111,-4
4047000,55,2640911,181516,0,-113,14,9,-2459395,-113,-5
4048000,55,2640911,181516,0,-116,13,7,-2459395,-116,-6
4049000,55,2640910,181516,0,-119,13,6,-2459394,-119,-7
4050250,55,2640909,181516,0,-123,8,4,-2459393,-123,-4
4051000,55,2640908,181516,0,-125,8,3,-2459392,-125,-5
4052000,55,2640907,181516,0,-128,9,2,-2459391,-128,-7
4053000,55,2640906,181516,0,-131,8,0,-2459390,-131,-8
4054250,55,2640905,181516,0,-135,5,-2,-2459389,-135,-7
4055000,55,2640904,181516,0,-137,8,-3,-2459388,-137,-11
4056000,55,2640903,181516,0,-140,6,-4,-2459387,-140,-10
4057002,55,2640901,181516,0,-143,3,-6,-2459385,-143,-9
4058250,55,2640900,181516,0,-147,3,-8,-2459384,-147,-11
4059251,55,2640898,181516,0,-149,3,-9,-2459382,-149,-12
4060002,55,2640897,181516,0,-152,0,-11,-2459381,-152,-11
4061001,55,2640896,181516,0,-155,0,-12,-2459380,-155,-12
4062250,55,2640894,181516,0,-159,0,-14,-2459378,-159,-14
4063001,55,2640893,181516,0,-161,-1,-15,-2459377,-161,-14
4064251,55,2640891,181516,0,-165,-5,-17,-2459375,-165,-12
4065002,55,2640889,181516,0,-167,-5,-19,-2459373,-167,-14
4066002,55,2640887,181516,0,-170,-6,-20,-2459371,-170,-14
4067251,55,2640884,181516,0,-174,-5,-22,-2459368,-174,-17
4068001,55,2640882,181516,0,-176,-8,-24,-2459366,-176,-16
4069001,55,2640880,181516,0,-179,-8,-25,-2459364,-179,-17
4070001,55,2640878,181516,0,-182,-9,-27,-2459362,-182,-18
4071250,55,2640874,181516,0,-186,-13,-29,-2459358,-186,-16
4072000,55,2640872,181516,0,-188,-14,-30,-2459356,-188,-16
4073252,55,2640869,181516,0,-192,-18,-33,-2459353,-192,-15
4074001,55,2640866,181516,0,-194,-20,-34,-2459350,-194,-14
4075002,55,2640863,181516,-1,-197,-20,-36,-2459347,-196,-16
4076251,55,2640858,181516,-1,-201,-24,-38,-2459342,-200,-14
4077002,55,2640854,181516,-1,-203,-28,-39,-2459338,-202,-11
4078002,55,2640849,181516,-2,-206,-28,-41,-2459333,-204,-13
4079000,55,2640844,181516,-2,-209,-35,-42,-2459328,-207,-7
4080252,55,2640836,181516,-3,-213,-36,-45,-2459320,-210,-9
4081002,55,2640831,181516,-3,-215,-38,-46,-2459315,-212,-8
4082002,55,2640824,181516,-4,-218,-40,-47,-2459308,-214,-7
4083002,55,2640816,181516,-6,-221,-42,-49,-2459300,-215,-7
4084252,55,2640806,181516,-7,-225,-47,-51,-2459290,-218,-4
4085003,55,2640799,181516,-9,-227,-44,-52,-2459283,-218,-8
4086003,55,2640789,181516,-11,-230,-47,-53,-2459273,-219,-6
4087002,55,2640779,181516,-13,-233,-49,-55,-2459263,-220,-6
4088252,55,2640766,181516,-14,-237,-52,-57,-2459250,-223,-5
4089002,55,2640758,181516,-16,-239,-55,-58,-2459242,-223,-3
4090003,55,2640746,181516,-18,-242,-54,-59,-2459230,-224,-5
4091252,55,2640732,181516,-20,-246,-57,-61,-2459216,-226,-4
4092003,55,2640723,181516,-21,-248,-58,-62,-2459207,-227,-4
4093252,55,2640709,181516,-23,-252,-60,-64,-2459193,-229,-4
4094003,55,2640700,181516,-23,-254,-62,-65,-2459184,-231,-3
4095003,55,2640688,181516,-23,-257,-64,-67,-2459172,-234,-3
4096003,55,2640677,181516,-23,-260,-67,-69,-2459161,-237,-2
4097253,55,2640663,181516,-23,-264,-69,-72,-2459147,-241,-3
4098003,55,2640655,181516,-22,-266,-72,-73,-2459139,-244,-1
4099003,55,2640644,181516,-22,-269,-72,-76,-2459128,-247,-4
4100003,55,2640633,181516,-22,-272,-73,-78,-2459117,-250,-5
4101253,55,2640619,181516,-22,-276,-74,-80,-2459103,-254,-6
4102002,55,2640611,181516,-22,-278,-79,-82,-2459095,-256,-3
4103003,55,2640599,181516,-23,-281,-81,-84,-2459083,-258,-3
4104003,55,2640587,181516,-24,-284,-83,-85,-2459071,-260,-2
4105253,55,2640572,181516,-25,-288,-84,-88,-2459056,-263,-4
4106003,55,2640563,181516,-26,-290,-89,-89,-2459047,-264,0
4107005,55,2640550,181516,-28,-293,-89,-91,-2459034,-265,-2
4108255,55,2640535,181516,-30,-297,-92,-93,-2459019,-267,-1
4109256,55,2640521,181516,-31,-300,-92,-95,-2459005,-269,-3
4110005,55,2640511,181516,-33,-302,-93,-96,-2458995,-269,-3
4111253,55,2640494,181516,-35,-306,-96,-98,-2458978,-271,-2
4112006,55,2640483,181516,-38,-308,-96,-99,-2458967,-270,-3
4113005,55,2640469,181516,-39,-311,-99,-101,-2458953,-272,-2
4114006,55,2640454,181516,-42,-314,-99,-102,-2458938,-272,-3
4115256,55,2640435,181516,-45,-318,-102,-104,-2458919,-273,-2
4116005,55,2640424,181516,-46,-320,-107,-105,-2458908,-274,2
4117006,55,2640408,181516,-49,-323,-107,-106,-2458892,-274,1
4118006,55,2640392,181516,-52,-326,-111,-108,-2458876,-274,3
4119256,55,2640371,181516,-55,-330,-107,-110,-2458855,-275,-3
4120006,55,2640358,181516,-56,-332,-108,-111,-2458842,-276,-3
4121006,55,2640341,181516,-58,-335,-116,-113,-2458825,-277,3
4122006,55,2640323,181516,-60,-338,-115,-115,-2458807,-278,0
4123255,55,2640299,181516,-62,-342,-116,-117,-2458783,-280,-1
4124005,55,2640285,181516,-64,-344,-120,-118,-2458769,-280,2
4125005,55,2640266,181516,-66,-347,-123,-120,-2458750,-281,3
4126005,55,2640246,181516,-68,-350,-122,-121,-2458730,-282,1
4127255,55,2640219,181516,-70,-354,-122,-123,-2458703,-284,-1
4128256,55,2640198,181516,-72,-357,-122,-125,-2458682,-285,-3
4129005,55,2640181,181516,-74,-359,-127,-126,-2458665,-285,1
4130006,55,2640159,181516,-76,-362,-125,-128,-2458643,-286,-3
4131256,55,2640130,181516,-79,-366,-127,-130,-2458614,-287,-3
4132005,55,2640112,181516,-81,-368,-127,-131,-2458596,-287,-4
4133005,55,2640087,181516,-83,-371,-128,-133,-2458571,-288,-5
4134005,55,2640061,181516,-86,-374,-130,-134,-2458545,-288,-4
4135255,55,2640028,181516,-89,-378,-131,-136,-2458512,-289,-5
4136006,55,2640007,181516,-92,-380,-128,-137,-2458491,-288,-9
4137005,55,2639979,181516,-95,-383,-135,-138,-2458463,-288,-3
4138005,55,2639949,181516,-98,-386,-135,-140,-2458433,-288,-5
4139256,55,2639910,181516,-103,-390,-135,-141,-2458394,-287,-6
4140005,55,2639886,181516,-106,-392,-136,-142,-2458370,-286,-6
4141006,55,2639852,181516,-111,-395,-140,-143,-2458336,-284,-3
4142005,55,2639816,181516,-115,-398,-142,-144,-2458300,-283,-2
4143256,55,2639770,181516,-122,-402,-143,-145,-2458254,-280,-2
4144006,55,2639741,181516,-125,-404,-146,-146,-2458225,-279,0
4145005,55,2639701,181516,-131,-407,-145,-146,-2458185,-276,-1
4146255,55,2639649,181516,-138,-411,-142,-147,-2458133,-273,-5
4147255,55,2639605,181516,-143,-413,-142,-148,-2458089,-270,-6
4148005,55,2639572,181516,-148,-416,-142,-148,-2458056,-268,-6
4149005,55,2639525,181516,-154,-419,-142,-149,-2458009,-265,-7
4150005,55,2639477,181516,-159,-422,-147,-149,-2457961,-263,-2
4151255,55,2639414,181516,-167,-425,-145,-150,-2457898,-258,-5
4152005,55,2639375,181516,-172,-428,-146,-150,-2457859,-256,-4
4153006,55,2639321,181516,-178,-431,-150,-151,-2457805,-253,-1
4154005,55,2639266,181516,-185,-434,-150,-151,-2457750,-249,-1
4155255,55,2639194,181516,-192,-437,-154,-151,-2457678,-245,3
4156005,55,2639150,181516,-197,-440,-155,-152,-2457634,-243,3
4157005,55,2639091,181516,-202,-443,-151,-152,-2457575,-241,-1
4158006,55,2639030,181516,-208,-446,-151,-153,-2457514,-238,-2
4159255,55,2638952,181516,-214,-449,-149,-154,-2457436,-235,-5
4160005,55,2638905,181516,-217,-452,-149,-154,-2457389,-235,-5
4161005,55,2638842,181516,-221,-455,-149,-155,-2457326,-234,-6
4162005,55,2638778,181516,-225,-458,-151,-156,-2457262,-233,-5
4163256,55,2638696,181516,-229,-461,-157,-157,-2457180,-232,0
4164006,55,2638646,181516,-232,-464,-159,-158,-2457130,-232,1
4165006,55,2638578,181516,-236,-467,-157,-159,-2457062,-231,-2
4166255,55,2638491,181516,-241,-470,-154,-160,-2456975,-229,-6
4167005,55,2638439,181516,-245,-473,-156,-160,-2456923,-228,-4
4168006,55,2638367,181516,-249,-476,-155,-161,-2456851,-227,-6
4169006,55,2638294,181516,-253,-479,-157,-162,-2456778,-226,-5
4170256,55,2638201,181516,-259,-482,-156,-163,-2456685,-223,-7
4171006,55,2638145,181516,-263,-485,-159,-163,-2456629,-222,-4
4172006,55,2638067,181516,-269,-488,-162,-163,-2456551,-219,-1
4173006,55,2637987,181516,-274,-491,-161,-164,-2456471,-217,-3
4174256,55,2637886,181516,-282,-494,-161,-164,-2456370,-212,-3
4175006,55,2637823,181516,-286,-497,-156,-164,-2456307,-211,-8
4176006,55,2637739,181516,-292,-500,-156,-165,-2456223,-208,-9
4177006,55,2637653,181516,-298,-503,-160,-165,-2456137,-205,-5
4178256,55,2637544,181516,-305,-506,-169,-165,-2456028,-201,4
4179006,55,2637477,181516,-309,-509,-170,-166,-2455961,-200,4
4180006,55,2637388,181516,-314,-512,-165,-166,-2455872,-198,-1
4181006,55,2637297,181516,-318,-515,-165,-166,-2455781,-197,-1
4182256,55,2637182,181516,-324,-518,-164,-167,-2455666,-194,-3
4183006,55,2637113,181516,-327,-521,-160,-168,-2455597,-194,-8
4184006,55,2637018,181516,-332,-524,-166,-168,-2455502,-192,-2
4185256,55,2636898,181516,-338,-527,-170,-169,-2455382,-189,1
4186006,55,2636825,181516,-341,-530,-165,-169,-2455309,-189,-4
4187256,55,2636702,181516,-348,-533,-165,-169,-2455186,-185,-4
4188006,55,2636626,181516,-352,-536,-167,-170,-2455110,-184,-3
4189006,55,2636525,181516,-357,-539,-167,-170,-2455009,-182,-3
4190006,55,2636422,181516,-362,-542,-170,-170,-2454906,-180,0
4191256,55,2636291,181516,-369,-545,-164,-171,-2454775,-176,-7
4192256,55,2636211,181516,-373,-548,-166,-171,-2454695,-175,-5
4193006,55,2636104,181516,-378,-551,-164,-171,-2454588,-173,-7
4194006,55,2635995,181516,-383,-554,-166,-171,-2454479,-171,-5
4195256,55,2635858,181516,-389,-557,-175,-172,-2454342,-168,3
4196006,55,2635774,181516,-393,-560,-167,-172,-2454258,-167,-5
4197006,55,2635661,181516,-399,-563,-169,-172,-2454145,-164,-3
4198006,55,2635547,181516,-403,-566,-166,-172,-2454031,-163,-6
4199256,55,2635402,181516,-410,-569,-167,-173,-2453886,-159,-6
4200006,55,2635314,181516,-413,-572,-176,-173,-2453798,-159,3
4201006,55,2635196,181516,-419,-575,-170,-173,-2453680,-156,-3
4202006,55,2635076,181516,-424,-578,-164,-173,-2453560,-154,-9
4203256,55,2634925,181516,-430,-581,-167,-174,-2453409,-151,-7
4204006,55,2634833,181516,-433,-584,-171,-174,-2453317,-151,-3
4205006,55,2634710,181516,-438,-587,-171,-174,-2453194,-149,-3
4206006,55,2634585,181516,-443,-590,-169,-174,-2453069,-147,-5
4207256,55,2634426,181516,-450,-593,-169,-174,-2452910,-143,-5
4208006,55,2634330,181516,-454,-596,-170,-174,-2452814,-142,-4
4209006,55,2634200,181516,-460,-599,-177,-174,-2452684,-139,3
4210006,55,2634068,181516,-465,-602,-175,-174,-2452552,-137,1
4211256,55,2633902,181516,-472,-605,-169,-174,-2452386,-133,-5
4212006,55,2633801,181516,-476,-608,-172,-174,-2452285,-132,-2
4213006,55,2633666,181516,-481,-611,-177,-174,-2452150,-130,3
4214006,55,2633529,181516,-486,-614,-175,-174,-2452013,-128,1
4215256,55,2633357,181516,-491,-617,-169,-175,-2451841,-126,-6
4216006,55,2633254,181516,-494,-620,-166,-175,-2451738,-126,-9
4217006,55,2633114,181516,-499,-623,-171,-175,-2451598,-124,-4
4218006,55,2632973,181516,-503,-626,-169,-176,-2451457,-123,-7
4219256,55,2632794,181516,-510,-629,-167,-175,-2451278,-119,-8
4220256,55,2632648,181516,-516,-632,-176,-175,-2451132,-116,1
4221006,55,2632538,181516,-520,-635,-176,-175,-2451022,-115,1
4222256,55,2632354,181516,-527,-638,-171,-175,-2450838,-111,-4
4223006,55,2632242,181516,-530,-641,-169,-175,-2450726,-111,-6
4224006,55,2632093,181516,-534,-644,-180,-175,-2450577,-110,5
4225006,55,2631942,181516,-539,-647,-176,-176,-2450426,-108,0
4226256,55,2631752,181516,-544,-650,-169,-176,-2450236,-106,-7
4227006,55,2631638,181516,-547,-653,-170,-176,-2450122,-106,-6
4228256,55,2631444,181516,-553,-656,-174,-176,-2449928,-103,-2
4229006,55,2631327,181516,-557,-659,-167,-176,-2449811,-102,-9
4230256,55,2631129,181516,-564,-662,-169,-176,-2449613,-98,-7
4231006,55,2631008,181516,-569,-665,-175,-175,-2449492,-96,0
4232006,55,2630847,181516,-574,-668,-177,-175,-2449331,-94,2
4233006,55,2630685,181516,-579,-671,-176,-175,-2449169,-92,1
4234256,55,2630481,181516,-585,-674,-171,-175,-2448965,-89,-4
4235256,55,2630317,181516,-589,-677,-175,-175,-2448801,-88,0
4236006,55,2630193,181516,-592,-680,-174,-175,-2448677,-88,-1
4237256,55,2629985,181516,-597,-683,-165,-175,-2448469,-86,-10
4238006,55,2629859,181516,-601,-686,-176,-175,-2448343,-85,1
4239006,55,2629689,181516,-606,-689,-171,-175,-2448173,-83,-4
4240256,55,2629475,181516,-613,-692,-171,-175,-2447959,-79,-4
4241256,55,2629303,181516,-617,-695,-172,-175,-2447787,-78,-3
4242006,55,2629172,181516,-621,-698,-176,-175,-2447656,-77,1
4243006,55,2628998,181516,-625,-701,-166,-175,-2447482,-76,-9
4244256,55,2628780,181516,-630,-704,-175,-175,-2447264,-74,0
4245256,55,2628603,181516,-634,-707,-171,-175,-2447087,-73,-4
4246006,55,2628470,181516,-637,-710,-170,-175,-2446954,-73,-5
4247006,55,2628291,181516,-642,-713,-172,-175,-2446775,-71,-3
4248006,55,2628111,181516,-647,-716,-174,-175,-2446595,-69,-1
4249256,55,2627883,181516,-653,-719,-167,-175,-2446367,-66,-8
4250006,55,2627746,181516,-656,-722,-171,-175,-2446230,-66,-4
4251256,55,2627516,181516,-662,-725,-176,-174,-2446000,-63,2
4252256,55,2627330,181516,-667,-728,-170,-174,-2445814,-61,-4
4253006,55,2627190,181516,-670,-731,-175,-174,-2445674,-61,1
4254006,55,2627001,181516,-675,-734,-171,-174,-2445485,-59,-3
4255006,55,2626812,181516,-680,-737,-165,-174,-2445296,-57,-9
4256256,55,2626574,181516,-685,-740,-170,-174,-2445058,-55,-4
4257006,55,2626431,181516,-688,-743,-166,-174,-2444915,-55,-8
4258006,55,2626238,181516,-693,-746,-166,-173,-2444722,-53,-7
4259256,55,2626043,181516,-698,-749,-174,-173,-2444527,-51,1
4260256,55,2625799,181516,-704,-752,-172,-173,-2444283,-48,-1
4261006,55,2625651,181516,-708,-755,-167,-173,-2444135,-47,-6
4262005,55,2625453,181516,-712,-758,-169,-172,-2443937,-46,-3
4263006,55,2625254,181516,-716,-761,-165,-172,-2443738,-45,-7
4264256,55,2625004,181516,-721,-764,-165,-172,-2443488,-43,-7
4265006,55,2624854,181516,-724,-767,-171,-172,-2443338,-43,-1
4266006,55,2624652,181516,-727,-770,-169,-172,-2443136,-43,-3
4267006,55,2624448,181516,-732,-773,-171,-172,-2442932,-41,-1
4268255,55,2624192,181516,-738,-776,-171,-172,-2442676,-38,-1
4269005,55,2624038,181516,-741,-779,-171,-172,-2442522,-38,-1
4270256,55,2623779,181516,-746,-782,-175,-172,-2442263,-36,3
4271006,55,2623623,181516,-749,-785,-169,-172,-2442107,-36,-3
4272006,55,2623415,181516,-752,-788,-167,-172,-2441899,-36,-5
4273256,55,2623152,181516,-758,-791,-167,-171,-2441636,-33,-4
4274006,55,2622994,181516,-761,-794,-165,-171,-2441478,-33,-6
4275006,55,2622781,181516,-766,-797,-171,-171,-2441265,-31,0
4276006,55,2622567,181516,-770,-800,-172,-171,-2441051,-30,1
4277255,55,2622299,181516,-775,-803,-166,-171,-2440783,-28,-5
4278006,55,2622137,181516,-778,-806,-170,-171,-2440621,-28,-1
4279005,55,2621921,181516,-781,-809,-165,-170,-2440405,-28,-5
4280006,55,2621704,181516,-785,-812,-165,-170,-2440188,-27,-5
4281256,55,2621430,181516,-790,-815,-165,-170,-2439914,-25,-5
4282006,55,2621264,181516,-794,-818,-169,-170,-2439748,-24,-1
4283006,55,2621044,181516,-798,-821,-167,-170,-2439528,-23,-3
4284255,55,2620766,181516,-802,-824,-169,-170,-2439250,-22,-1
4285256,55,2620544,181516,-805,-827,-169,-170,-2439028,-22,-1
4286006,55,2620377,181516,-808,-830,-172,-170,-2438861,-22,2
4287005,55,2620152,181516,-811,-833,-164,-170,-2438636,-22,-6
4288005,55,2619927,181516,-814,-836,-167,-170,-2438411,-22,-3
4289255,55,2619645,181516,-819,-839,-159,-170,-2438129,-20,-11
4290006,55,2619474,181516,-821,-842,-169,-170,-2437958,-21,-1
4291255,55,2619189,181516,-825,-845,-166,-170,-2437673,-20,-4
4292256,55,2618960,181516,-828,-848,-166,-170,-2437444,-20,-4
4293505,55,2618672,181516,-834,-852,-161,-170,-2437156,-18,-9
4294006,55,2618556,181516,-835,-854,-162,-170,-2437040,-19,-8
4295006,55,2618325,181516,-839,-857,-167,-170,-2436809,-18,-3
4296006,55,2618092,181516,-842,-860,-162,-170,-2436576,-18,-8
4297256,55,2617799,181516,-847,-863,-175,-169,-2436283,-16,6
4298005,55,2617623,181516,-850,-866,-171,-169,-2436107,-16,2
4299006,55,2617386,181516,-854,-868,-164,-169,-2435870,-14,-5
4300256,55,2617090,181516,-858,-872,-171,-169,-2435574,-14,2
4301256,55,2616852,181516,-861,-875,-161,-169,-2435336,-14,-8
4302006,55,2616674,181516,-863,-877,-164,-169,-2435158,-14,-5
4303006,55,2616435,181516,-866,-880,-164,-169,-2434919,-14,-5
4304256,55,2616134,181516,-871,-884,-171,-169,-2434618,-13,2
4305256,55,2615893,181516,-874,-887,-166,-169,-2434377,-13,-3
4306006,55,2615712,181516,-876,-889,-171,-169,-2434196,-13,2
4307256,55,2615409,181516,-880,-892,-169,-169,-2433893,-12,0
4308005,55,2615227,181516,-882,-895,-165,-169,-2433711,-13,-4
4309256,55,2614921,181516,-886,-899,-166,-169,-2433405,-13,-3
4310006,55,2614737,181516,-889,-901,-162,-169,-2433221,-12,-7
4311006,55,2614489,181516,-893,-904,-172,-169,-2432973,-11,3
4312256,55,2614180,181516,-897,-907,-170,-169,-2432664,-10,1
4313256,55,2613931,181516,-901,-911,-167,-169,-2432415,-10,-2
4314006,55,2613744,181516,-903,-913,-166,-169,-2432228,-10,-3
4315006,55,2613494,181516,-906,-916,-166,-169,-2431978,-10,-3
4316256,55,2613179,181516,-912,-919,-166,-168,-2431663,-7,-2
4317255,55,2612926,181516,-915,-923,-165,-168,-2431410,-8,-3
4318006,55,2612736,181516,-918,-925,-166,-168,-2431220,-7,-2
4319006,55,2612482,181516,-921,-928,-160,-168,-2430966,-7,-8
4320006,55,2612227,181516,-924,-931,-166,-168,-2430711,-7,-2
4321256,55,2611908,181516,-928,-935,-162,-168,-2430392,-7,-6
4322006,55,2611715,181516,-930,-937,-164,-168,-2430199,-7,-4
4323006,55,2611458,181516,-934,-940,-165,-168,-2429942,-6,-3
4324256,55,2611135,181516,-938,-944,-169,-168,-2429619,-6,1
4325256,55,2610875,181516,-941,-947,-160,-168,-2429359,-6,-8
4326006,55,2610680,181516,-943,-949,-169,-168,-2429164,-6,1
4327006,55,2610419,181516,-947,-952,-166,-168,-2428903,-5,-2
4328006,55,2610157,181516,-950,-955,-167,-168,-2428641,-5,-1
4329006,55,2609894,181516,-953,-958,-162,-168,-2428378,-5,-6
4330256,55,2609564,181516,-958,-962,-170,-168,-2428048,-4,2
4331256,55,2609365,181516,-961,-964,-166,-168,-2427849,-3,-2
4332006,55,2609098,181516,-964,-967,-171,-167,-2427582,-3,4
4333006,55,2608831,181516,-968,-970,-161,-167,-2427315,-2,-6
4334256,55,2608497,181516,-971,-974,-166,-167,-2426981,-3,-1
4335006,55,2608296,181516,-974,-976,-164,-167,-2426780,-2,-3
4336006,55,2608027,181516,-977,-979,-170,-168,-2426511,-2,2
4337006,55,2607756,181516,-980,-982,-170,-167,-2426240,-2,3
4338256,55,2607418,181516,-983,-986,-169,-168,-2425902,-3,1
4339006,55,2607214,181516,-985,-988,-162,-168,-2425698,-3,-6
4340006,55,2606942,181516,-988,-991,-166,-168,-2425426,-3,-2
4341006,55,2606670,181516,-991,-994,-165,-168,-2425154,-3,-3
4342256,55,2606327,181516,-995,-998,-171,-168,-2424811,-3,3
4343006,55,2606120,181516,-998,-1000,-165,-168,-2424604,-2,-3
4344256,55,2605776,181516,-1001,-1004,-169,-168,-2424260,-3,1
4345005,55,2605568,181516,-1004,-1006,-162,-168,-2424052,-2,-6
4346006,55,2605291,181516,-1006,-1009,-166,-168,-2423775,-3,-2
4347256,55,2604943,181516,-1011,-1013,-161,-167,-2423427,-2,-6
4348006,55,2604733,181516,-1014,-1015,-169,-167,-2423217,-1,2
4349006,55,2604453,181516,-1017,-1018,-164,-167,-2422937,-1,-3
4350006,55,2604172,181516,-1020,-1021,-167,-167,-2422656,-1,0
4351256,55,2603820,181516,-1023,-1025,-162,-167,-2422304,-2,-5
4352005,55,2603608,181516,-1025,-1027,-169,-168,-2422092,-2,1
4353006,55,2603326,181516,-1027,-1030,-162,-168,-2421810,-3,-6
4354256,55,2602973,181516,-1030,-1034,-169,-168,-2421457,-4,1
4355006,55,2602759,181516,-1032,-1036,-166,-168,-2421243,-4,-2
4356256,55,2602475,181516,-1034,-1039,-170,-168,-2420959,-5,2
4357006,55,2602190,181516,-1037,-1042,-159,-169,-2420674,-5,-10
4358256,55,2601832,181516,-1040,-1046,-166,-169,-2420316,-6,-3
4359006,55,2601617,181516,-1042,-1048,-162,-169,-2420101,-6,-7
4360006,55,2601329,181516,-1045,-1051,-171,-169,-2419813,-6,2
4361006,55,2601040,181516,-1049,-1054,-170,-169,-2419524,-5,1
4362256,55,2600678,181516,-1052,-1058,-174,-169,-2419162,-6,5
4363006,55,2600460,181516,-1054,-1060,-165,-169,-2418944,-6,-4
4364256,55,2600097,181516,-1058,-1064,-164,-169,-2418581,-6,-5
4365256,55,2599804,181516,-1061,-1067,-172,-169,-2418288,-6,3
4366006,55,2599585,181516,-1063,-1069,-169,-169,-2418069,-6,0
4367006,55,2599293,181516,-1065,-1072,-172,-169,-2417777,-7,3
4368006,55,2599000,181516,-1067,-1075,-165,-170,-2417484,-8,-5
4369256,55,2598632,181516,-1070,-1079,-166,-170,-2417116,-9,-4
4370006,55,2598410,181516,-1072,-1081,-166,-170,-2416894,-9,-4
4371256,55,2598041,181516,-1076,-1084,-176,-170,-2416525,-8,6
4372006,55,2597817,181516,-1079,-1087,-171,-170,-2416301,-8,1
4373256,55,2597446,181516,-1081,-1091,-169,-170,-2415930,-10,-1
4374006,55,2597222,181516,-1084,-1093,-165,-170,-2415706,-9,-5
4375006,55,2596923,181516,-1087,-1096,-167,-170,-2415407,-9,-3
4376006,55,2596622,181516,-1091,-1099,-166,-170,-2415106,-8,-4
4377256,55,2596245,181516,-1095,-1103,-165,-170,-2414729,-8,-5
4378006,55,2596018,181516,-1097,-1105,-166,-170,-2414502,-8,-4
4379006,55,2595715,181516,-1100,-1108,-165,-170,-2414199,-8,-5
4380256,55,2595412,181516,-1103,-1111,-175,-170,-2413896,-8,5
4381256,55,2595030,181516,-1107,-1115,-165,-170,-2413514,-8,-5
4382506,55,2594649,181516,-1111,-1119,-171,-170,-2413133,-8,1
4383005,55,2594495,181516,-1112,-1120,-171,-170,-2412979,-8,1
4384006,55,2594189,181516,-1115,-1123,-176,-170,-2412673,-8,6
4385256,55,2593804,181516,-1119,-1127,-166,-170,-2412288,-8,-4
